#;;x;;;;;;;;;;;;x
#;;CHARACTER MODIFIERS;;;;;;;;;;;;x
herisson_maudit_2_desc;Since that cursed hatching that gave birth to that devilish hedgehog, this character feels less fervent and the Church sees him quite differently....;Depuis l'éclosion de cet oeuf maudit et le satané hérisson qui en est sorti, il semblerait que ce personnage ait perdu la bienveillance de l'Eglise...;;;;;;;;;;;;x
herisson_maudit_3;Maleficient hedgehog;Hérisson malfaisant;;;;;;;;;;;;x
herisson_maudit_3_desc;Since that cursed hatching that gave birth to that devilish hedgehog, the vassals and pairs of this character consider him with less respect and mistrust. ;Depuis l'éclosion de cet oeuf maudit et le satané hérisson qui en est sorti, il semblerait que ce personnage ait perdu le respect de ses vassaux et pairs qui désormais se montrent défiants.;;;;;;;;;;;;x
#
realm_stewardship_balance;Realm stewardship;Intendance du royaume;;;;;;;;;;;;x
realm_stewardship_balance_desc;Neutralizes stewardship points less than §Y10§! (§Rincompetent§! or §Rdecent§! or §Rpoor§! stewardship skilled rulers), so that only skill §Y10§! points or more gives the realm taxes bonus (§Gcompetent§! or §Gmasterful§! characters in stewardship). ;Neutralise le bonus donné par les points d'Intendance en deçà de §Y10§! (§Rincompétent§! ou §Rmédiocre§! ou §Rdécent§!), donc ne comptent que les points d'intendance à partir de §Y10§! et au delà (personnages §Gcompétents§! ou §Ghors-pair§!). ;;;;;;;;;;;;x

stw_ruler_bonus0_6;;;;;;;;;;;;;;x
stw_ruler_bonus11;;;;;;;;;;;;;;x
stw_ruler_bonus12;;;;;;;;;;;;;;x
stw_ruler_bonus13;;;;;;;;;;;;;;x
stw_ruler_bonus14;;;;;;;;;;;;;;x
stw_ruler_bonus15;;;;;;;;;;;;;;x
stw_ruler_bonus16;;;;;;;;;;;;;;x
stw_ruler_bonus17;;;;;;;;;;;;;;x
stw_ruler_bonus18;;;;;;;;;;;;;;x
stw_ruler_bonus19;;;;;;;;;;;;;;x
stw_ruler_bonus20;;;;;;;;;;;;;;x
stw_stw_bonus0_6;;;;;;;;;;;;;;x
stw_stew_bonus11;;;;;;;;;;;;;;x
stw_stew_bonus12;;;;;;;;;;;;;;x
stw_stew_bonus13;;;;;;;;;;;;;;x
stw_stew_bonus14;;;;;;;;;;;;;;x
stw_stew_bonus15;;;;;;;;;;;;;;x
stw_stew_bonus16;;;;;;;;;;;;;;x
stw_stew_bonus17;;;;;;;;;;;;;;x
stw_stew_bonus18;;;;;;;;;;;;;;x
stw_stew_bonus19;;;;;;;;;;;;;;x
stw_stew_bonus20;;;;;;;;;;;;;;x
